"","MP_Start","MP_End","Section_Length","AADT","Total_Crashes","Fatal_Crashes","Injury_Crashes","Prop_Dam_Only_Crashes","Crash_Rate","County","Cross_Section","LATITUDE","LONGTUDE","Lanes","Shoulder","Median","route"
"738",31.2,32.3,1.05,77203,88,0,15,73,2.97,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.8923857746,-74.6846954859,"4","Without","Barrier","US 46"
"739",32.3,32.5,0.16,77203,16,0,3,13,3.54,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.8894831063,-74.664710717,"4","Without","Barrier","US 46"
"740",32.5,32.7,0.2,92454,3,0,0,3,0.44,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.8876526652,-74.6617754432,"4","Without","Barrier","US 46"
"741",32.7,32.9,0.21,92454,20,0,2,18,2.81,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.8855974106,-74.6590941459,"4","Without","Barrier","US 46"
"742",32.9,33.1,0.25,92454,49,1,14,34,5.79,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.8832118386,-74.6568322506,"4","Without","Barrier","US 46"
"743",33.1,33.4,0.28,92454,20,1,4,15,2.11,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.8811801648,-74.6539434362,"4","Without","Barrier","US 46"
"744",33.4,33.6,0.2,92454,19,0,4,15,2.81,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.8790270003,-74.6496137207,"4","Without","Barrier","US 46"
"745",33.6,33.8,0.21,92454,61,0,19,42,8.58,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.8791069005,-74.6459313311,"4","Without","Barrier","US 46"
"746",33.8,33.9,0.08,92454,8,0,3,5,2.96,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.8791771565,-74.6422463846,"4","Without","Barrier","US 46"
"747",33.9,34,0.12,92454,16,0,6,10,3.94,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.8792271942,-74.6403096556,"4","Without","Barrier","US 46"
"748",34,34.2,0.23,65924,30,0,7,23,5.41,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.8792685004,-74.6383851836,"4","Without","Barrier","US 46"
"749",34.2,35.5,1.21,65924,122,0,21,101,4.18,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.8793486215,-74.6345180818,"4","Without","Barrier","US 46"
"750",35.5,35.5,0.05,65924,0,0,0,0,0,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.8797780168,-74.6097095342,"4","Without","Barrier","US 46"
"751",35.5,35.5,0.05,68190,3,0,2,1,2.4,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.8797780168,-74.6097095342,"4","Without","Barrier","US 46"
"752",35.5,36.2,0.62,68190,76,0,18,58,4.91,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.8797780168,-74.6097095342,"4","With","Barrier","US 46"
"753",36.2,36.4,0.25,39534,8,0,1,7,2.21,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.8801420623,-74.5963078909,"4","With","Barrier","US 46"
"754",36.4,37.5,1.08,39534,80,1,28,51,5.12,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.8814893256,-74.5928626174,"4","Without","Barrier","US 46"
"755",37.5,38.3,0.84,59548,23,0,6,17,1.26,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.8863829088,-74.573348233,"4","Without","Barrier","US 46"
"756",38.3,38.6,0.31,59548,18,0,9,9,2.66,"UNION","4 or More Lanes, Barrier Median Without Shoulder",40.8875427074,-74.5591814882,"4","Without","Barrier","US 46"
"757",38.6,39.1,0.41,59548,4,0,0,4,0.45,"UNION","4 or More Lanes, Barrier Median With Shoulder",40.8881860964,-74.553483452,"4","With","Barrier","US 46"
"758",39.1,39.4,0.33,59548,46,0,12,34,6.4,"UNION","4 or More Lanes, Barrier Median Without Shoulder",40.8880628931,-74.5440728405,"4","Without","Barrier","US 46"
"759",39.4,39.7,0.3,59548,34,0,9,25,5.2,"UNION","4 or More Lanes, Grass Median Without Shoulder",40.8877511472,-74.5386340504,"4","Without","Grass","US 46"
"760",39.7,40,0.35,59548,24,0,5,19,3.15,"UNION","4 or More Lanes, Grass Median Without Shoulder",40.8861161313,-74.5334676346,"4","Without","Grass","US 46"
"761",40,40.7,0.66,59548,50,0,12,38,3.48,"UNION","4 or More Lanes, Grass Median Without Shoulder",40.8872615278,-74.527975725,"4","Without","Grass","US 46"
"762",40.7,40.9,0.2,59548,52,0,11,41,11.93,"UNION","4 or More Lanes, Grass Median Without Shoulder",40.8917692604,-74.5165969483,"4","Without","Grass","US 46"
"763",40.9,41.3,0.36,59671,58,0,13,45,7.38,"UNION","4 or More Lanes, Grass Median Without Shoulder",40.8908881245,-74.5131113811,"4","Without","Grass","US 46"
"764",41.3,42.2,0.99,59671,85,1,28,56,3.93,"UNION","4 or More Lanes, Barrier Median Without Shoulder",40.8937600336,-74.5066024978,"4","Without","Barrier","US 46"
"765",42.2,42.3,0.03,77678,1,0,1,0,1.17,"UNION","4 or More Lanes, Barrier Median Without Shoulder",40.8972556176,-74.4908499952,"4","Without","Barrier","US 46"
"766",42.3,42.8,0.52,77678,40,0,10,30,2.71,"UNION","4 or More Lanes, Grass Median Without Shoulder",40.8971202396,-74.4888180843,"4","Without","Grass","US 46"
"767",42.8,42.9,0.12,77678,13,0,2,11,3.81,"UNION","4 or More Lanes, Barrier Median Without Shoulder",40.8929842268,-74.4811221776,"4","Without","Barrier","US 46"
"768",42.9,43.6,0.7,77678,68,0,31,37,3.42,"UNION","4 or More Lanes, Barrier Median Without Shoulder",40.8918933634,-74.4799193653,"4","Without","Barrier","US 46"
"769",43.6,43.7,0.12,77678,6,0,2,4,1.76,"UNION","4 or More Lanes, Barrier Median With Shoulder",40.888602323,-74.4676527035,"4","With","Barrier","US 46"
"770",43.7,44.3,0.56,77678,19,0,7,12,1.19,"UNION","4 or More Lanes, Barrier Median With Shoulder",40.887806987,-74.4660721075,"4","With","Barrier","US 46"
"771",44.3,45.3,1.03,77678,161,3,46,112,5.5,"UNION","4 or More Lanes, Barrier Median With Shoulder",40.8830630004,-74.4563255838,"4","With","Barrier","US 46"
"772",45.3,45.4,0.02,77678,1,0,0,1,1.76,"UNION","4 or More Lanes, Barrier Median With Shoulder",40.8760056463,-74.4397599515,"4","With","Barrier","US 46"
"773",45.4,45.5,0.15,77678,74,0,33,41,17.35,"UNION","4 or More Lanes, Barrier Median With Shoulder",40.8753876869,-74.438039977,"4","With","Barrier","US 46"
"774",45.5,45.6,0.07,107182,0,0,0,0,0,"UNION","4 or More Lanes, Barrier Median With Shoulder",40.8748078362,-74.4363309714,"4","With","Barrier","US 46"
"775",45.6,45.8,0.26,107182,23,0,6,17,2.26,"UNION","4 or More Lanes, Barrier Median With Shoulder",40.8742586633,-74.4346296297,"4","With","Barrier","US 46"
"776",45.8,45.8,0,107182,0,0,0,0,0,"UNION","4 or More Lanes, Barrier Median With Shoulder",40.8732387596,-74.4311773065,"4","With","Barrier","US 46"
"777",45.8,46,0.13,107182,1,0,0,1,0.2,"UNION","4 or More Lanes, Barrier Median Without Shoulder",40.8732387596,-74.4311773065,"4","Without","Barrier","US 46"
"778",46,46,0.04,107182,0,0,0,0,0,"UNION","4 or More Lanes, Barrier Median With Shoulder",40.8722440336,-74.427643616,"4","With","Barrier","US 46"
"779",46,46.2,0.2,119314,6,0,1,5,0.69,"UNION","4 or More Lanes, Barrier Median With Shoulder",40.8722440336,-74.427643616,"4","With","Barrier","US 46"
"780",46.2,46.3,0.08,119314,10,0,5,5,2.86,"ESSEX","4 or More Lanes, Barrier Median With Shoulder",40.8714602032,-74.4239780109,"4","With","Barrier","US 46"
"781",46.3,47.2,0.92,119314,57,0,22,35,1.42,"ESSEX","4 or More Lanes, Barrier Median With Shoulder",40.8710679367,-74.4221431187,"4","With","Barrier","US 46"
"782",47.2,48.1,0.9,59310,90,1,32,57,4.61,"ESSEX","4 or More Lanes, Barrier Median With Shoulder",40.8653220085,-74.4068481072,"4","With","Barrier","US 46"
"783",48.1,48.2,0.1,59902,2,0,1,1,0.91,"ESSEX","4 or More Lanes, Barrier Median With Shoulder",40.8632384379,-74.3899017402,"4","With","Barrier","US 46"
"784",48.2,48.9,0.73,116818,34,0,12,22,1.09,"ESSEX","4 or More Lanes, Barrier Median With Shoulder",40.8630824802,-74.3879946749,"4","With","Barrier","US 46"
"785",48.9,50.5,1.57,116818,120,1,43,76,1.79,"ESSEX","4 or More Lanes, Barrier Median With Shoulder",40.862019061,-74.3746984225,"4","With","Barrier","US 46"
"786",50.5,51.1,0.56,102832,22,0,7,15,1.04,"ESSEX","4 or More Lanes, Barrier Median With Shoulder",40.8582780741,-74.3450950649,"4","With","Barrier","US 46"
"787",51.1,51.1,0,102832,0,0,0,0,0,"ESSEX","4 or More Lanes, Barrier Median With Shoulder",40.8588516234,-74.3337619855,"4","With","Barrier","US 46"
"788",51.1,51.1,0.08,102832,0,0,0,0,0,"ESSEX","4 or More Lanes, Barrier Median With Shoulder",40.8588516234,-74.3337619855,"4","With","Barrier","US 46"
"789",51.1,51.2,0.06,102832,6,0,2,4,2.66,"ESSEX","4 or More Lanes, Barrier Median Without Shoulder",40.8588516234,-74.3337619855,"4","Without","Barrier","US 46"
"790",51.2,51.4,0.23,34638,2,0,1,1,0.69,"ESSEX","4 or More Lanes, Barrier Median Without Shoulder",40.8589498999,-74.3318793487,"4","Without","Barrier","US 46"
"791",51.4,51.7,0.27,30439,16,0,8,8,5.32,"ESSEX","4 or More Lanes, Barrier Median Without Shoulder",40.8591450413,-74.3279998799,"4","Without","Barrier","US 46"
"792",51.7,51.9,0.15,31636,0,0,0,0,0,"ESSEX","4 or More Lanes, Barrier Median Without Shoulder",40.8610283729,-74.322835885,"4","Without","Barrier","US 46"
"793",51.9,52.3,0.44,31636,15,0,1,14,2.94,"HUDSON","4 or More Lanes, Barrier Median Without Shoulder",40.8630814611,-74.3202076928,"4","Without","Barrier","US 46"
"794",52.3,53,0.75,5138,51,0,11,40,36.16,"HUDSON","4 or More Lanes, Barrier Median Without Shoulder",40.8666621408,-74.314334807,"4","Without","Barrier","US 46"
"795",53,54,0.96,5138,16,0,6,10,8.86,"HUDSON","4 or More Lanes, Barrier Median Without Shoulder",40.8723598147,-74.304171755,"4","Without","Barrier","US 46"
"796",54,54.6,0.61,3942,44,0,8,36,49.99,"HUDSON","4 or More Lanes, Barrier Median Without Shoulder",40.882451805,-74.2902195875,"4","Without","Barrier","US 46"
"797",54.6,55,0.39,25813,82,0,14,68,22.26,"HUDSON","4 or More Lanes, Barrier Median Without Shoulder",40.8872712066,-74.2805556176,"4","Without","Barrier","US 46"
"798",55,55.7,0.73,25813,104,0,31,73,15.08,"HUDSON","4 or More Lanes, Barrier Median Without Shoulder",40.8898425067,-74.2736309661,"4","Without","Barrier","US 46"
"799",55.7,56,0.27,57811,24,1,8,15,4.2,"HUDSON","4 or More Lanes, Barrier Median Without Shoulder",40.892807658,-74.2610281233,"4","Without","Barrier","US 46"
"800",56,56.2,0.24,57811,10,0,2,8,1.97,"HUDSON","4 or More Lanes, Barrier Median With Shoulder",40.8930128801,-74.2552878509,"4","With","Barrier","US 46"
"801",56.2,56.4,0.2,57811,42,0,9,33,9.92,"HUDSON","4 or More Lanes, Barrier Median With Shoulder",40.8939688447,-74.2513950839,"4","With","Barrier","US 46"
"802",56.4,57,0.56,57811,41,0,9,32,3.46,"HUDSON","4 or More Lanes, Barrier Median Without Shoulder",40.8944196571,-74.2475354711,"4","Without","Barrier","US 46"
"803",57,57.1,0.14,57811,16,0,4,12,5.4,"HUDSON","4 or More Lanes, Barrier Median With Shoulder",40.894827735,-74.2367155002,"4","With","Barrier","US 46"
"804",57.1,57.4,0.22,47187,37,0,9,28,9.74,"HUDSON","4 or More Lanes, Barrier Median With Shoulder",40.8946494499,-74.2348363213,"4","With","Barrier","US 46"
"805",57.4,57.4,0.04,47187,0,0,0,0,0,"HUDSON","4 or More Lanes, No Median Without Shoulder",40.8938077545,-74.2291615288,"4","Without","No","US 46"
"806",57.4,58,0.6,29097,41,0,7,34,6.42,"HUDSON","4 or More Lanes, No Median Without Shoulder",40.8938077545,-74.2291615288,"4","Without","No","US 46"
"807",58,59.2,1.2,29097,89,0,15,74,6.96,"HUDSON","4 or More Lanes, No Median Without Shoulder",40.8896654135,-74.2191889988,"4","Without","No","US 46"
"808",59.2,59.5,0.26,30009,23,0,6,17,8.05,"HUDSON","4 or More Lanes, No Median Without Shoulder",40.8773187106,-74.2034978962,"4","Without","No","US 46"
"809",59.5,59.9,0.45,30009,35,0,13,22,7.08,"HUDSON","4 or More Lanes, Grass Median Without Shoulder",40.8747685952,-74.1987385521,"4","Without","Grass","US 46"
"810",59.9,60.6,0.7,30009,89,0,17,72,11.58,"HUDSON","4 or More Lanes, No Median Without Shoulder",40.8721185449,-74.1919950204,"4","Without","No","US 46"
"811",60.6,60.7,0.05,30009,5,0,2,3,9.1,"BERGEN","4 or More Lanes, No Median Without Shoulder",40.8712613376,-74.179588271,"4","Without","No","US 46"
"812",60.7,60.8,0.1,30009,3,1,0,2,2.73,"BERGEN","4 or More Lanes, Barrier Median Without Shoulder",40.8719334141,-74.1780922417,"4","Without","Barrier","US 46"
"813",60.8,61.3,0.56,30009,36,0,9,27,5.85,"BERGEN","4 or More Lanes, No Median Without Shoulder",40.8726015351,-74.1766043496,"4","Without","No","US 46"
"814",61.3,61.5,0.19,30009,20,0,4,16,9.58,"BERGEN","4 or More Lanes, No Median Without Shoulder",40.8756442013,-74.1680378562,"4","Without","No","US 46"
"815",61.5,61.8,0.28,37628,17,0,3,14,4.41,"BERGEN","4 or More Lanes, No Median Without Shoulder",40.8768508501,-74.164348524,"4","Without","No","US 46"
"816",61.8,62.1,0.3,37628,27,0,7,20,6.54,"BERGEN","4 or More Lanes, Grass Median Without Shoulder",40.8779155865,-74.1589602233,"4","Without","Grass","US 46"
"817",62.1,62.5,0.43,37628,15,0,4,11,2.53,"BERGEN","3 Lanes With/Without Shoulder",40.8788594199,-74.1534773032,"3","With/Without",NA,"US 46"
"818",62.5,62.7,0.15,37628,15,0,5,10,7.26,"BERGEN","2 Lanes Without Shoulder",40.8814299845,-74.1466390212,"2","Without",NA,"US 46"
"819",62.7,62.8,0.13,37628,8,0,2,6,4.47,"BERGEN","2 Lanes Without Shoulder",40.883006806,-74.1434178217,"2","Without",NA,"US 46"
"820",62.8,62.9,0.08,37628,2,0,0,2,1.82,"BERGEN","4 or More Lanes, Barrier Median Without Shoulder",40.8836472228,-74.1417135208,"4","Without","Barrier","US 46"
"821",62.9,63,0.08,37628,6,0,0,6,5.45,"BERGEN","4 or More Lanes, Barrier Median With Shoulder",40.8840863789,-74.1399759065,"4","With","Barrier","US 46"
"822",63,63.5,0.49,37628,6,0,1,5,0.89,"BERGEN","4 or More Lanes, Barrier Median With Shoulder",40.8844720668,-74.1377801958,"4","With","Barrier","US 46"
"823",63.5,63.8,0.39,49998,4,0,1,3,0.56,"BERGEN","4 or More Lanes, Barrier Median With Shoulder",40.8887707923,-74.1313519841,"4","With","Barrier","US 46"
"824",63.8,64.2,0.36,49998,30,0,9,21,4.55,"BERGEN","4 or More Lanes, Barrier Median With Shoulder",40.8928781309,-74.1310990559,"4","With","Barrier","US 46"
"825",63.8,64.4,0.56,49998,41,0,11,30,4,"BERGEN","4 or More Lanes, Barrier Median With Shoulder",40.8928781309,-74.1310990559,"4","With","Barrier","US 46"
"826",64.2,64.3,0.14,49998,1,0,0,1,0.39,"BERGEN","4 or More Lanes, Barrier Median With Shoulder",40.8933472444,-74.1243609692,"4","With","Barrier","US 46"
"827",64.3,64.4,0.06,49998,10,0,2,8,9.11,"BERGEN","4 or More Lanes, Barrier Median With Shoulder",40.8932247469,-74.1221297148,"4","With","Barrier","US 46"
"828",64.4,64.7,0.27,57031,16,0,2,14,2.84,"BERGEN","4 or More Lanes, Barrier Median With Shoulder",40.8931883804,-74.1202521276,"4","With","Barrier","US 46"
"829",64.7,64.9,0.21,57031,17,0,2,15,3.88,"BERGEN","4 or More Lanes, Barrier Median With Shoulder",40.8933216353,-74.1147295334,"4","With","Barrier","US 46"
