"","MP_Start","MP_End","Section_Length","AADT","Total_Crashes","Fatal_Crashes","Injury_Crashes","Prop_Dam_Only_Crashes","Crash_Rate","County","Cross_Section","LATITUDE","LONGTUDE","Lanes","Shoulder","Median","route"
"328",1.2,1.2,0.63,52607,28,0,7,21,2.31,"MERCER","4 or More Lanes, Barrier Median With Shoulder",40.2222487191,-74.7583616516,"4","With","Barrier","US 1"
"329",1.2,1.6,0.42,60614,46,1,10,35,4.94,"MERCER","4 or More Lanes, Barrier Median With Shoulder",40.2222487191,-74.7583616516,"4","With","Barrier","US 1"
"330",1.6,1.7,0.05,60614,3,0,1,2,2.7,"MERCER","4 or More Lanes, Barrier Median Without Shoulder",40.2277823584,-74.757691134,"4","Without","Barrier","US 1"
"331",1.7,1.8,0.05,50249,0,0,0,0,0,"MERCER","4 or More Lanes, Barrier Median Without Shoulder",40.2287699236,-74.7562603403,"4","Without","Barrier","US 1"
"332",1.8,2.5,0.75,50249,14,0,1,13,1.01,"MERCER","4 or More Lanes, Barrier Median With Shoulder",40.2297473612,-74.7548495039,"4","With","Barrier","US 1"
"333",2.5,3.2,0.7,39440,7,0,0,7,0.69,"MERCER","4 or More Lanes, Barrier Median With Shoulder",40.2365512325,-74.7449382049,"4","With","Barrier","US 1"
"334",3.2,3.5,0.29,39440,3,0,2,1,0.72,"MERCER","4 or More Lanes, Barrier Median With Shoulder",40.2433196784,-74.7353610573,"4","With","Barrier","US 1"
"335",3.5,3.9,0.36,33478,37,0,4,33,8.39,"MERCER","4 or More Lanes, Barrier Median With Shoulder",40.2462690941,-74.7313264465,"4","With","Barrier","US 1"
"336",3.9,4.4,0.55,33478,5,0,2,3,0.74,"MERCER","4 or More Lanes, Barrier Median With Shoulder",40.2499641435,-74.7256046788,"4","With","Barrier","US 1"
"337",4.4,5.5,1.07,40028,39,0,16,23,2.49,"MERCER","4 or More Lanes, Barrier Median With Shoulder",40.2551948017,-74.7192922371,"4","With","Barrier","US 1"
"338",5.5,5.7,0.21,40028,0,0,0,0,0,"MERCER","4 or More Lanes, Barrier Median With Shoulder",40.2700101141,-74.7122384558,"4","With","Barrier","US 1"
"339",5.7,5.7,0.02,40028,0,0,0,0,0,"MERCER","4 or More Lanes, Barrier Median Without Shoulder",40.2722122067,-74.7095493218,"4","Without","Barrier","US 1"
"340",5.7,6,0.26,68687,12,0,2,10,1.84,"MERCER","4 or More Lanes, Barrier Median Without Shoulder",40.2722122067,-74.7095493218,"4","Without","Barrier","US 1"
"341",6,7,1,68687,39,0,8,31,1.55,"MERCER","4 or More Lanes, Barrier Median With Shoulder",40.2753306955,-74.705820156,"4","With","Barrier","US 1"
"342",7,7,0.05,68687,2,0,2,0,1.59,"MERCER","4 or More Lanes, Barrier Median Without Shoulder",40.2857084908,-74.6932883845,"4","Without","Barrier","US 1"
"343",7,7.6,0.54,68687,8,0,3,5,0.59,"MERCER","4 or More Lanes, Barrier Median Without Shoulder",40.2857084908,-74.6932883845,"4","Without","Barrier","US 1"
"344",7.6,7.8,0.25,68687,22,0,6,16,3.5,"MERCER","4 or More Lanes, Barrier Median With Shoulder",40.291902369,-74.6857729669,"4","With","Barrier","US 1"
"345",7.8,8,0.23,81140,6,0,1,5,0.88,"MERCER","4 or More Lanes, Barrier Median With Shoulder",40.2941909307,-74.6830018647,"4","With","Barrier","US 1"
"346",8,10.9,2.91,81140,140,1,34,105,1.62,"MERCER","4 or More Lanes, Barrier Median With Shoulder",40.2964678581,-74.6802429015,"4","With","Barrier","US 1"
"347",10.9,11.1,0.12,76010,5,0,4,1,1.5,"MERCER","4 or More Lanes, Barrier Median With Shoulder",40.3274004568,-74.6429019546,"4","With","Barrier","US 1"
"348",11.1,11.5,0.41,76010,88,1,20,67,7.72,"MERCER","4 or More Lanes, Barrier Median Without Shoulder",40.3295720271,-74.6403029483,"4","Without","Barrier","US 1"
"349",11.5,12,0.49,74908,31,0,7,24,2.31,"MERCER","4 or More Lanes, Barrier Median Without Shoulder",40.3338126045,-74.6351294977,"4","Without","Barrier","US 1"
"350",12,12.1,0.11,74908,1,0,0,1,0.33,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.3390794479,-74.6287413703,"4","Without","Barrier","US 1"
"351",12.1,12.2,0.13,74908,9,0,2,7,2.53,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.3401250204,-74.6274676063,"4","With","Barrier","US 1"
"352",12.2,12.9,0.7,68914,10,0,1,9,0.57,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.3411700048,-74.6261840925,"4","With","Barrier","US 1"
"353",12.9,13.5,0.6,58721,3,0,1,2,0.23,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.3485456912,-74.6172523647,"4","With","Barrier","US 1"
"354",13.5,14,0.5,58721,6,0,0,6,0.56,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.3548827412,-74.6094948868,"4","With","Barrier","US 1"
"355",14,14.1,0.06,51275,0,0,0,0,0,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.3603386261,-74.602893174,"4","With","Barrier","US 1"
"356",14.1,14.1,0.06,51275,4,0,2,2,3.55,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.3614596419,-74.6015588401,"4","With","Barrier","US 1"
"357",14.1,14.6,0.45,51275,33,0,7,26,3.91,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.3614596419,-74.6015588401,"4","With","Barrier","US 1"
"358",14.6,15.8,1.27,51275,37,0,12,25,1.55,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.3666897359,-74.595199979,"4","With","Barrier","US 1"
"359",15.8,15.8,0.01,51275,4,0,2,2,21.31,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.3793300099,-74.579797083,"4","With","Barrier","US 1"
"360",15.8,15.8,0,51275,0,0,0,0,0,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.3793300099,-74.579797083,"4","With","Barrier","US 1"
"361",15.8,16.5,0.62,53600,27,0,10,17,2.22,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.3793300099,-74.579797083,"4","With","Barrier","US 1"
"362",16.5,16.6,0.14,53600,40,0,10,30,14.56,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.386822626,-74.5706427551,"4","With","Barrier","US 1"
"363",16.6,16.8,0.18,53600,4,0,1,3,1.13,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.3878888301,-74.5693617454,"4","With","Barrier","US 1"
"364",16.8,17.1,0.3,53600,14,0,0,14,2.38,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.3900041602,-74.5667624136,"4","With","Barrier","US 1"
"365",17.1,17.2,0.07,53600,2,0,0,2,1.46,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.3931716094,-74.5629089057,"4","Without","Barrier","US 1"
"366",17.2,17.5,0.3,53600,6,0,3,3,1.02,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.3942179117,-74.5616343159,"4","With","Barrier","US 1"
"367",17.5,18,0.54,53600,48,1,9,38,4.53,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.3973716795,-74.5577942625,"4","With","Barrier","US 1"
"368",18,20.1,2.1,54768,114,1,25,88,2.71,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.4026598762,-74.5513473867,"4","With","Barrier","US 1"
"369",20.1,20.5,0.42,62446,15,0,4,11,1.56,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.4249816415,-74.5240423699,"4","With","Barrier","US 1"
"370",20.1,20.7,0.63,62446,38,0,14,24,2.64,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.4249816415,-74.5240423699,"4","With","Barrier","US 1"
"371",20.5,21,0.5,62446,56,0,18,38,4.9,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.4291490379,-74.5189619332,"4","With","Barrier","US 1"
"372",20.7,21,0.29,62446,33,0,8,25,4.98,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.431279392,-74.5163639549,"4","With","Barrier","US 1"
"373",21,21.9,0.92,62446,59,0,18,41,2.81,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.4344485904,-74.5124977676,"4","With","Barrier","US 1"
"374",21.9,22.2,0.31,62446,23,0,7,16,3.25,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.4440485289,-74.5008114973,"4","Without","Barrier","US 1"
"375",22.2,22.5,0.25,62446,44,0,6,38,7.7,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.4471386422,-74.497065322,"4","With","Barrier","US 1"
"376",22.5,22.8,0.3,73309,5,0,2,3,0.62,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.4503034041,-74.4932055303,"4","With","Barrier","US 1"
"377",22.8,23,0.2,73309,22,0,4,18,4.1,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.4531899772,-74.4894807417,"4","Without","Barrier","US 1"
"378",23,23.1,0.1,73968,9,0,3,6,3.32,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.4545330563,-74.4866623065,"4","Without","Barrier","US 1"
"379",23.1,23.9,0.8,73968,21,0,6,15,0.97,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.45506627,-74.4849342792,"4","With","Barrier","US 1"
"380",23.9,24.9,1.03,86897,25,1,5,19,0.76,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.4588278301,-74.4692760007,"4","With","Barrier","US 1"
"381",24.9,25.8,0.82,105118,37,0,10,27,1.17,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.4637938871,-74.4511437295,"4","With","Barrier","US 1"
"382",25.8,26.4,0.67,112487,16,0,3,13,0.58,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.4682025282,-74.4357937195,"4","With","Barrier","US 1"
"383",26.4,26.6,0.19,112487,30,0,4,26,3.84,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.4743930044,-74.4278844006,"4","With","Barrier","US 1"
"384",26.6,26.6,0.03,112487,0,0,0,0,0,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.4765096958,-74.4252914369,"4","With","Barrier","US 1"
"385",26.6,27.2,0.55,106227,3,0,2,1,0.14,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.4765096958,-74.4252914369,"4","With","Barrier","US 1"
"386",27.2,27.9,0.71,106227,38,1,10,27,1.38,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.4832629411,-74.4181643274,"4","With","Barrier","US 1"
"387",27.9,28.4,0.53,97161,37,0,8,29,1.96,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.4923868065,-74.4128850638,"4","With","Barrier","US 1"
"388",28.4,28.5,0.06,97161,5,0,1,4,2.34,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.4986706943,-74.4090934274,"4","Without","Barrier","US 1"
"389",28.5,29.3,0.81,87735,109,0,23,86,4.19,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.4995012169,-74.4075251932,"4","Without","Barrier","US 1"
"390",29.3,29.4,0.08,77753,4,0,0,4,1.76,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.5061095778,-74.3949489015,"4","Without","Barrier","US 1"
"391",29.4,30.3,0.92,72046,182,0,54,128,7.5,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.5070113588,-74.3932255032,"4","Without","Barrier","US 1"
"392",30.3,30.9,0.58,62927,4,0,2,2,0.3,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.5134638079,-74.3788706753,"4","Without","Barrier","US 1"
"393",30.9,31.2,0.37,62927,42,0,6,36,4.93,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.5177483009,-74.3689121754,"4","With","Barrier","US 1"
"394",31.2,32.3,1.05,77203,88,0,15,73,2.97,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.5206407436,-74.3646631763,"4","Without","Barrier","US 1"
"395",32.3,32.5,0.16,77203,16,0,3,13,3.54,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.5318232088,-74.3495121954,"4","Without","Barrier","US 1"
"396",32.5,32.7,0.2,92454,3,0,0,3,0.44,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.5337862471,-74.3467737061,"4","Without","Barrier","US 1"
"397",32.7,32.9,0.21,92454,20,0,2,18,2.81,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.5357549215,-74.3440918664,"4","Without","Barrier","US 1"
"398",32.9,33.1,0.25,92454,49,1,14,34,5.79,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.5377384213,-74.3413674899,"4","Without","Barrier","US 1"
"399",33.1,33.4,0.28,92454,20,1,4,15,2.11,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.5397402224,-74.3386430043,"4","Without","Barrier","US 1"
"400",33.4,33.6,0.2,92454,19,0,4,15,2.81,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.5426092928,-74.3347590924,"4","Without","Barrier","US 1"
"401",33.6,33.8,0.21,92454,61,0,19,42,8.58,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.5444209197,-74.3318779015,"4","Without","Barrier","US 1"
"402",33.8,33.9,0.08,92454,8,0,3,5,2.96,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.5461867985,-74.3287233944,"4","Without","Barrier","US 1"
"403",33.9,34,0.12,92454,16,0,6,10,3.94,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.5470682692,-74.3271367372,"4","Without","Barrier","US 1"
"404",34,34.2,0.23,65924,30,0,7,23,5.41,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.5479447729,-74.325562755,"4","Without","Barrier","US 1"
"405",34.2,35.5,1.21,65924,122,0,21,101,4.18,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.5496885433,-74.3223807508,"4","Without","Barrier","US 1"
"406",35.5,35.5,0.05,65924,0,0,0,0,0,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.5607068862,-74.3025930986,"4","Without","Barrier","US 1"
"407",35.5,35.5,0.05,68190,3,0,2,1,2.4,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.5607068862,-74.3025930986,"4","Without","Barrier","US 1"
"408",35.5,36.2,0.62,68190,76,0,18,58,4.91,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.5607068862,-74.3025930986,"4","With","Barrier","US 1"
"409",36.2,36.4,0.25,39534,8,0,1,7,2.21,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.568907043,-74.295075634,"4","With","Barrier","US 1"
"410",36.4,37.5,1.08,39534,80,1,28,51,5.12,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.5712879275,-74.2930325421,"4","Without","Barrier","US 1"
"411",37.5,38.3,0.84,59548,23,0,6,17,1.26,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.5845105527,-74.2810775021,"4","Without","Barrier","US 1"
"412",38.3,38.6,0.31,59548,18,0,9,9,2.66,"UNION","4 or More Lanes, Barrier Median Without Shoulder",40.5944672264,-74.2731338111,"4","Without","Barrier","US 1"
"413",38.6,39.1,0.41,59548,4,0,0,4,0.45,"UNION","4 or More Lanes, Barrier Median With Shoulder",40.5984025559,-74.2708715599,"4","With","Barrier","US 1"
"414",39.1,39.4,0.33,59548,46,0,12,34,6.4,"UNION","4 or More Lanes, Barrier Median Without Shoulder",40.6034929144,-74.2647478262,"4","Without","Barrier","US 1"
"415",39.4,39.7,0.3,59548,34,0,9,25,5.2,"UNION","4 or More Lanes, Grass Median Without Shoulder",40.6067609601,-74.2614816581,"4","Without","Grass","US 1"
"416",39.7,40,0.35,59548,24,0,5,19,3.15,"UNION","4 or More Lanes, Grass Median Without Shoulder",40.6102728983,-74.2582575736,"4","Without","Grass","US 1"
"417",40,40.7,0.66,59548,50,0,12,38,3.48,"UNION","4 or More Lanes, Grass Median Without Shoulder",40.6138381015,-74.254941256,"4","Without","Grass","US 1"
"418",40.7,40.9,0.2,59548,52,0,11,41,11.93,"UNION","4 or More Lanes, Grass Median Without Shoulder",40.6221400874,-74.2473177104,"4","Without","Grass","US 1"
"419",40.9,41.3,0.36,59671,58,0,13,45,7.38,"UNION","4 or More Lanes, Grass Median Without Shoulder",40.6245046101,-74.245106273,"4","Without","Grass","US 1"
"420",41.3,42.2,0.99,59671,85,1,28,56,3.93,"UNION","4 or More Lanes, Barrier Median Without Shoulder",40.6292066254,-74.240757487,"4","Without","Barrier","US 1"
"421",42.2,42.3,0.03,77678,1,0,1,0,1.17,"UNION","4 or More Lanes, Barrier Median Without Shoulder",40.6399941056,-74.2310337926,"4","Without","Barrier","US 1"
